Date,Product Name,ASIN,Amazon URL,Cost Price,Sell Price,Net Profit,ROI,Total Fees,Estimated SPM,Sales Rank,FBA Sellers,Supplier URL,Checkout Cost,Recommended Checkout Quantity,Promo Codes,IP Alert,Autoship,PR Assistant,Notes
2024-11-29,"Spring Valley Vitamin C 1000mg with Rose HIPS Tablets Dietary Supplement, 500 Count, Antioxidant Protection* (Pack of 1)",B0C8QRB68V,https://www.amazon.com/dp/B0C8QRB68V,$12.47,$28.49,$5.41,43.38%,$10.61,> 50,112979,1,https://www.walmart.com/ip/Spring-Valley-Vitamin-C-with-Rose-Hips-Tablets-Dietary-Supplement-Value-Size-1-000-mg-500-Count/558128350?wmlspartner=wlpa&selectedSellerId=0&wl13=2598&gclsrc=aw.ds&adid=22222222277558128350_161193766053_21214199653&wl0=&wl1=g&wl2=c&wl3=697173827980&wl4=pla-2348450966064&wl5=9032525&wl6=&wl7=&wl8=&wl9=pla&wl10=8175035&wl11=local&wl12=558128350&veh=sem_LIA&gad_source=1&gclid=CjwKCAiAxqC6BhBcEiwAlXp4563Nk1P6ulRErLNks2q97XgOpXApHpR_HjW-0mqkpYP8AKnLHBqD7RoCH6UQAvD_BwE,$124.70,10,,No,No,Dixie,https://snipboard.io/omSrWe.jpg
2024-12-02,Sconza Lemoncello Lemon Cream & White Chocolate Almonds | Inspired by Italy's Lemon Groves | Made in the USA | Pack of 1 (24 Ounce),B07P9SDG7L,https://www.amazon.com/dp/B07P9SDG7L,$11.99,$29.99,$7.20,60.05%,$10.80,> 300,"25,158",4,https://sconza.com/products/lemoncello-almonds-club-bag?variant=45891450765618,$119.90,10,,No,No,Sir Kim,https://snipboard.io/MhXNLr.jpg
2024-12-02,"Dermatrophin PMG, 90 Tablets",B00JO47PAQ,https://www.amazon.com/dp/B00JO47PAQ,$22.44,$45.00,$11.85,52.81%,$10.71,> 100,138132,1,https://blueskyvitamin.com/products/standardprocess-dermatrophin-pmg-3475?variant=48615274250424&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&cmp_id=21940195092&adg_id=&kwd=&device=c&gad_source=1&gclid=Cj0KCQiAr7C6BhDRARIsAOUKifhOMF9XVSRwhoXNGdChMAxUAd3YOds3uaaeAAYg7nQqmutcJjAbGIIaAk3DEALw_wcB,$112.20,5,HEALTH15,No,No,Dixie,https://snipboard.io/2GQ94E.jpg
2024-12-02,"Funko Snaps!: Five Nights at Freddy's - Bonnie and Baby, 2 Pack",B09VB3L719,https://www.amazon.com/dp/B09VB3L719,$5.68,$22.99,$8.87,156.16%,$8.44,200+,43320,8,https://funko.com/snaps-toy-bonnie-and-baby-2-pack/64925.html?brand=funko,$68.16,12,,No,No,Sir Kim,https://snipboard.io/BYRSe9.jpg
2024-12-02,Victoria's Secret Flavors of Lip Gloss 0.46 fl oz (Sugar High),B092NVYJ1N,https://www.amazon.com/dp/B092NVYJ1N,$5.97,$15.99,$4.36,73.03%,$5.66,> 100,80521,4,https://www.victoriassecret.com/us/vs/beauty-catalog/5000008983?genericId=11199510&choice=946U&cm_mmc=PLA-_-GOOGLE-_-VSD_VS_Beauty_PMAX-_-&gad_source=1&gclid=CjwKCAiA3Na5BhAZEiwAzrfagN5nH5Q5fi_yaNOf75yx1Zn5cjiUajbuVVMkpeENkHyq1FnuZ_0MHBoCswYQAvD_BwE&gclsrc=aw.ds,$83.58,14,Onsale 40% off,No,No,Dixie,https://snipboard.io/AODejs.jpg
2024-12-02,NARS Blush Impassioned 4.8g/0.16 Ounce,B01BHDCCSQ,https://www.amazon.com/dp/B01BHDCCSQ,$16.00,$34.00,$9.61,60.06%,$8.39,140,241121,10,https://www.narscosmetics.com/USA/blush/999NACBLUSH01.html,$64.00,4,,No,No,Sir Kim,https://snipboard.io/JdXUzv.jpg
2024-12-03,"M.A.C. Fluidline Eye Liner Gel Blacktrack, 1 Count",B00NZXICF4,https://www.amazon.com/dp/B00NZXICF4,$12.80,$30.00,$8.75,68.36%,$8.45,> 100,"88,415",2,https://www.ulta.com/p/pro-longwear-fluidline-waterproof-gel-eyeliner-xlsImpprod15921224?sku=2510839&cmpid=PS_Non!google!Product_Listing_Ads&utm_source=google&utm_medium=paidsearch&cagpspn=pla&CATCI=&CAAGID=&CAWELAID=330000200001166602&gad_source=1&gclid=CjwKCAiA0rW6BhAcEiwAQH28IhaMvBJWaJjKbfDtqEc-Ljv_nqxAQKFBmC_iufdPzDq2Hr2H8OjDgBoClSIQAvD_BwE,$128.00,10,,No,https://snipboard.io/XI9y01.jpg,,
2024-12-03,Sailor Moon x ColourPop Pretty Guardian Eyeshadow Palette,B085XLPF53,https://www.amazon.com/dp/B085XLPF53,$11.49,$39.95,$18.48,160.84%,$7.92,> 200,42248,0,https://colourpop.com/products/pretty-guardian-sailor-moon-eyeshadow-palette?variant=31956173652050&gad_source=1&gclid=CjwKCAiA9bq6BhAKEiwAH6bqoByhgZxUgTbYLw1zLckVrdIwDvtqZ6jIJ2_XDUuFi8FAa2Ipt5Bv2BoC0X4QAvD_BwE&gclsrc=aw.ds,$22.98,2,Code: MBB5,No,https://snipboard.io/B6sjQc.jpg,,
2024-12-03,Nature's Sunshine Intestinal Soothe and Build 100 Capsules,B000L6OS3I,https://www.amazon.com/dp/B000L6OS3I,$11.85,$26.95,$7.10,59.92%,$8.00,> 200,84715,1,https://www.naturessunshine.com/product/intestinal-soothe-build,$118.50,10,Code: ALAINA,No,https://snipboard.io/ziMw08.jpg,,
2024-12-03,"Yoto Disney 5 Minute Sleepy Time Stories – Kids Audio Card for Use Player & Mini All-in-1 Audio Player, Screen-Free Listening with Relaxing Tales for Naptime Bedtime & Winding Down, Ages 3+",B0955N1QST,https://www.amazon.com/dp/B0955N1QST,$8.09,$17.98,$3.93,48.58%,$5.96,> 500,11003,4,https://www.maisonette.com/product/5-minute-sleepy-time?utm_source=google&utm_medium=cpc&utm_campaign=g_conv_ff_pmax_all_topsellers_0&utm_content=&utm_term=&gad_source=1&gclid=CjwKCAiA0rW6BhAcEiwAQH28IoCzNtfevIMzIlsDuVv9ooEllSEPMBLqItDkf09O83X3V6fsapsrOBoCho0QAvD_BwE,$161.82,20,HOLIDAY24,No,https://snipboard.io/cfQe80.jpg,,
2024-12-03,"Starbucks Pike Place Decaffeinated Coffee Single-Serve K-Cup, 24 Count",B077HFSG76,https://www.amazon.com/dp/B077HFSG76,$8.99,$22.74,$4.76,52.95%,$8.99,> 1000,7057,6,https://www.keurig.com/Beverages/Medium-Roast/Decaf-Pike-Place%C2%AE-Roast-Coffee/p/Decaf-Pike-Place-Roast-Coffee-K-Cup-Starbucks?gad_source=1&gclid=CjwKCAjwoJa2BhBPEiwA0l0ImJ1DQ1vmd7PN-Ant7lefHRQkFO2Z8-jK6isfN5enigZKTrDLoGnDHxoCDoUQAvD_BwE&gclsrc=aw.ds#24_CT,$44.95,5,CYBER899,No,https://snipboard.io/nUYaim.jpg,,
2024-12-04,"Starbucks Pike Place Decaf Coffee, Keurig (100684)",B00BJ9UJ7U,https://www.amazon.com/dp/B00BJ9UJ7U,$8.99,$28.50,$9.66,107.45%,$9.85,> 300,"25,380",2,https://www.keurig.com/Beverages/Medium-Roast/Decaf-Pike-Place%C2%AE-Roast-Coffee/p/Decaf-Pike-Place-Roast-Coffee-K-Cup-Starbucks#24_CT,$44.95,5,CYBER899,No,https://snipboard.io/DATWgl.jpg,,
2024-12-04,Pyrex Bundle - 2 Items: Bakeware 9-1/2-Inch Scalloped Clear Glass Pie Plates,B01253RYDA,https://www.amazon.com/dp/B01253RYDA,$14.00,$39.99,$10.37,74.07%,$13.74,> 1000,49380,1,https://corelle.com/products/pyrex-9-5-glass-pie-plate?gad_source=1&gclid=CjwKCAiA3ZC6BhBaEiwAeqfvyo2I_W-YMf_Bn5op4v342J06jGt56OxbSeRbXewDFFh0zJ9CZMMrcRoChyAQAvD_BwE,$105.00,30,CYBERMONDAY50,No,https://snipboard.io/zZNvpV.jpg,,
2024-12-04,Golden Rewards Pigs in A Blanket - 16oz Bag - 2 Pack,B0CGW7L5PL,https://www.amazon.com/dp/B0CGW7L5PL,$19.94,$39.50,$6.76,33.90%,$12.80,> 300,29437,1,https://www.walmart.com/ip/Golden-Rewards-Air-Dried-Jerky-Treats-Pigs-in-a-Blanket-for-Dogs-16-oz/13364009991,$119.64,12,,No,Pack of 2 x 6,,
2024-12-04,Standard Process Neurotrophin PMG 90 T,B00GZRI9FA,https://www.amazon.com/dp/B00GZRI9FA,$20.57,$38.50,$8.20,39.86%,$9.73,> 100,62545,1,https://blueskyvitamin.com/products/standardprocess-neurotrophin-pmg-5900?variant=48615268647096&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&cmp_id=21782440206&adg_id=&kwd=&device=c&gad_source=1&gclid=CjwKCAiA9bq6BhAKEiwAH6bqoH5lmLHXO-H4M8IiD9_Pnxe_MODrniqfRMUq_8PSHKVw5quJixcX8RoCd5cQAvD_BwE,$102.85,5,HEALTH15,No,https://snipboard.io/MoctCT.jpg,,
2024-12-04,"WEN by Chaz Dean Sweet Almond Mint Replenishing Treatment Mist, 6 Fl Oz",B0089AABLQ,https://www.amazon.com/dp/B0089AABLQ,$19.20,$40.71,$11.45,59.64%,$10.06,> 50,143672,1,https://chazdean.com/products/sweet-almond-mint-replenishing-treatment-mist?variant=41003725652135,$192.00,10,Code: HOLIDAY40,No,https://snipboard.io/hdcB7y.jpg,,
2024-12-05,Multi Function Eye Cream 0.5 oz,B00IEJJJYC,https://www.amazon.com/dp/B00IEJJJYC,$30.00,$77.89,$31.62,105.40%,$16.27,> 200,"66,015",1,https://mekocustom.com/product/rodan-fields-redefine-multi-funtion-eye-cream-0-5-oz/?utm_source=Google&utm_campaign=Mekocustom&utm_medium=cpc&utm_term=7731&cmp_id=20922122124&adg_id=&kwd=&device=c&gad_source=4&gclid=CjwKCAiA0rW6BhAcEiwAQH28IndzE-vF3oiEdhdSu7ZYCkcECQCESmEpQgSBb6yX3akqYLkpqI0wvxoCgmUQAvD_BwE,$150.00,5,,No,https://prnt.sc/Lvl4VThvAVjw,,
2024-12-05,MAC Extended Play Lash - Endlessly Black,B00870WU6C,https://www.amazon.com/dp/B00870WU6C,$16.80,$34.99,$9.01,53.63%,$9.18,> 300,47544,1,https://www.macys.com/shop/product/mac-extended-play-gigablack-lash-mascara?ID=810876&pla_country=US&CAGPSPN=pla&trackingid=&m_sc=sem&m_sb=Google&m_tp=PLA&m_ac=Google_Beauty_PLA&m_ag=&m_cn=GGL_PMAX_Beauty_Cosmetics&m_pi=go_cmp-21808023006_adg-_ad-__dev-c_ext-_prd-773602282852USA&gad_source=1&gclid=CjwKCAiA0rW6BhAcEiwAQH28ImVCZkVuVPYpQy6mBlMFvQZkmgCuy-gbuC2AcMFHY_s1UB-uc6w9dRoCVacQAvD_BwE,$84.00,5,,No,https://snipboard.io/fjpBIC.jpg,,
2024-12-05,The Pampered Chef 1655 Skinny Spatula,B0016A68X6,https://www.amazon.com/dp/B0016A68X6,$11.00,$24.99,$6.97,63.36%,$7.02,> 100,53245,2,https://www.pamperedchef.com/shop/Kitchen+Tools/Mixing+%26+Measuring/Skinny+Scraper/1655?queryID=ecb441cc02053075bcac15f3ae2ebeff,$110.00,10,,No,https://prnt.sc/gGoxJSjraIw_,,
2024-12-05,Celestial Seasonings India Spice Chai Tea K-Cup 48 Count Case,B004GIE562,https://www.amazon.com/dp/B004GIE562,$17.98,$35.99,$5.91,32.87%,$12.10,> 100,51030,3,https://www.keurig.com/Beverages/Tea/Black-Tea/India-Spice-Chai/p/India-Spice-Chai-Tea-K-Cup-Celestial-Seasonings?gad_source=1&gclid=CjwKCAiAmMC6BhA6EiwAdN5iLT1jzWV9GxBxzyTNLQOsxSRRQyeYAUSVRnmXiWQviVAfFCpdDU78ZBoCrMgQAvD_BwE&gclsrc=aw.ds#24_CT,$71.92,8,CYBER899,No,"Pack of 2 , 24 count",,
2024-12-05,Jordan's Skinny Gourmet Syrups Vanilla Caramel Creme and Salted Caramel 25.4 Fluid Ounce (Bundle of 2),B07BK1L6GG,https://www.amazon.com/dp/B07BK1L6GG,$12.78,$31.99,$5.63,44.05%,$13.58,> 100,59802,1,"https://www.skinnymixes.com/products/sugar-free-salted-caramel-syrup?pr_prod_strat=e5_desc&pr_rec_id=b2907e7fa&pr_rec_pid=1850368032857&pr_ref_pid=1850368098393&pr_seq=uniform
https://www.skinnymixes.com/products/sugar-free-vanilla-caramel-creme-syrup",$127.80,10,MAYCI,No,https://snipboard.io/rmGACe.jpg,,
2024-12-06,"Lindt Holiday Chocolate Teddy Bear Advent Calendar, 6.1 oz. (2021)",B07WS2H54H,https://www.amazon.com/dp/B07WS2H54H,$7.75,$25.00,$7.62,98.32%,$9.63,> 2000,"11,994",5,https://www.lindtusa.com/lindt-teddy-advent-172g-472913?srsltid=AfmBOopmalygYwZRSlj8paQgC0Fb2U33hNp7XlkQ9FYfIaBeQFVkkJW6#,$116.25,15,,No,https://snipboard.io/xD12Ue.jpg,,
2024-12-06,"Colgate hum Replacement Heads, hum Toothbrush Heads with Floss Tip Bristles for Smart Toothbrush, Purple, 2 Pack",B089FD4HWX,https://www.amazon.com/dp/B089FD4HWX,$13.44,$38.68,$16.17,120.31%,$9.07,> 116,91109,4,https://shop.colgate.com/products/hum-adult-smart-toothbrush-replacement-brush-heads?srsltid=AfmBOorXNQT620glXwq9X90KuaU6qZ1qGIZWx7ZHX1q1P79qnQQh1Ve6,$26.88,2,Code: SMILES15,No,https://snipboard.io/QnZLOC.jpg,,
2024-12-06,PAMPERED CHEF #1659 SCRAPER SPATULA,B07KZJVQ2Q,https://www.amazon.com/dp/B07KZJVQ2Q,$12.00,$26.99,$6.97,58.08%,$8.02,> 300,42058,1,https://www.pamperedchef.com/pws/jdelude/shop/Kitchen+Tools/Mixing+%26+Measuring/Small+Mix+%27N+Scraper/1659,$180.00,15,Onsale,No,#1659 SCRAPER SPATULA,,
2024-12-06,Standard Process Cardiotrophin PMG® 90 Tablets,B0037TYQU6,https://www.amazon.com/dp/B0037TYQU6,$21.12,$45.00,$13.17,62.36%,$10.71,> 100,155051,0,https://snowholistichealth.com/products/standardprocess-cardiotrophin-pmg-2125?srsltid=AfmBOoooIkyq8_2uuuaxc-nukIK_6PtunWcQVyKmIPAmdgiZ4w76zEsp,$105.60,5,SHOP20,No,https://snipboard.io/kq9zl6.jpg,,
2024-12-06,Sephora Favorites Limited Edition Watermelon Care Set - Lip Balm and Hand Balm,B0DM2L7BDN,https://www.amazon.com/dp/B0DM2L7BDN,$9.54,$23.00,$5.80,60.80%,$7.66,> 100,33378,2,https://www.kohls.com/product/prd-7000875/sephora-collection-watermelon-care-set.jsp?skuid=50525235&CID=shopping30&utm_campaign=SEPHORA%20COL%20SKINCARE&utm_medium=CSE&utm_source=google&utm_product=50525235&utm_campaignid=20485366750&CID=shopping30&utm_campaign=MediumSSCSephora&utm_medium=CSE&utm_source=google&utm_campaignid=20485366750&gad_source=1&gclid=Cj0KCQiAu8W6BhC-ARIsACEQoDAO0xvY6zIGDyw7pSZJRQupvqq3eQY2sn-TcodK_pPHvNBij7IacmoaAn9VEALw_wcB&gclsrc=aw.ds,$95.40,10,,No,https://snipboard.io/tWYZJl.jpg,,
2024-12-06,"WEN by Chaz Dean Sweet Almond Mint Nourishing Mousse, 7.5 Fl Oz",B00V5WVHMW,https://www.amazon.com/dp/B00V5WVHMW,$21.60,$39.99,$7.76,35.93%,$10.63,57,219399,2,https://chazdean.com/products/sweet-almond-mint-nourishing-mousse,$216.00,10,,No,https://snipboard.io/v2E4b5.jpg,,
2024-12-09,"Hot Wheels City Track Set with 1 Toy Car, Race Through A Giant Loop to Defeat A Big Dinosaur, T-Rex Loop Stunt and Race Playset",B0B5HW2H82,https://www.amazon.com/dp/B0B5HW2H82,$23.99,$49.95,$9.54,39.77%,$16.42,> 800,"74,790",4,https://www.macys.com/shop/product/hot-wheels-city-t-rex-chomp-down-playset?ID=15864357&pla_country=US&CAGPSPN=pla&trackingid=&m_sc=sem&m_sb=Google&m_tp=PLA&m_ac=Google_SH_PLA_Tabletop&m_ag=&m_cn=GS_Toys_PMax_PLA&m_pi=go_cmp-20809417605_adg-_ad-__dev-c_ext-_prd-194735109678USA&gad_source=1&gclid=Cj0KCQiAx9q6BhCDARIsACwUxu7e6Pdpef-S7aNlEQ_Xc7zW1d34SODbZ2bzZgt7KHbQICQnCbCHovAaAvRnEALw_wcB,$119.95,5,,No,https://snipboard.io/v7jd04.jpg,,
2024-12-09,"IKEA LUSTIGT Wall Shelf,Wooden, 37x37 cm (14 5/8x14 5/8&quot)",B07PYGJRL7,https://www.amazon.com/dp/B07PYGJRL7,$10.66,$28.94,$7.05,66.14%,$11.23,> 100,166219,7,https://www.ikea.com/us/en/p/lustigt-wall-shelf-30381852/,$159.85,15,,No,https://snipboard.io/yhfOcQ.jpg,,
2024-12-09,Bombas Socks for Men's Pack Large Grey,B08GSSQVSM,https://www.amazon.com/dp/B08GSSQVSM,$29.28,$55.89,$10.76,36.75%,$15.85,> 300,41750,0,https://bombas.com/products/men-s-solid-ankle-sock-white-large-1?variant=grey&size=l&utm_content=core_casual&utm_source=google&utm_medium=cpc&utm_campaign=PMAX-PLA_PMax_PoorPerformers-Multi-ACQ-NONE&cq_src=google_ads&cq_cmp=21587100707&cq_net=x&gad_source=1&gclid=Cj0KCQiAx9q6BhCDARIsACwUxu6Z93HeIWH-7-jWHSxa5_zOQbfxAV9LfkGNqUJZPV_LDfUCx15OCqEaAi1PEALw_wcB,$292.69,30,CONNOR21,No,Pack of 3 / Size - L,,
2024-12-09,"Chaz Dean Wen Cleansing Conditioner, Sweet Almond Mint, 16 Ounce",B00JC0ZPE0,https://www.amazon.com/dp/B00JC0ZPE0,$19.20,$39.15,$8.44,43.96%,$11.51,> 500,35364,8,https://chazdean.com/products/sweet-almond-mint-cleansing-conditioner?variant=41003019829415&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&utm_campaign=TR_pmax_all-products&utm_source=google&utm_medium=cpc&gad_source=1&gclid=CjwKCAjwp4m0BhBAEiwAsdc4aC3LqnIOsodBr8SOvD1m-vvvT1EYur6Ag5Xsi-momNvaE6trXacf0RoCWbgQAvD_BwE,$192.00,10,Onsale,No,https://snipboard.io/BkWgvo.jpg,,
2024-12-09,Standard Process Inc. Pneumotrophin PMG 90 Tabs (90),B085HRP7MH,https://www.amazon.com/dp/B085HRP7MH,$21.51,$41.99,$10.22,47.51%,$10.26,> 50,122074,0,https://blueskyvitamin.com/products/standardprocess-pneumotrophin-pmg-6900?variant=48615267631288&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&cmp_id=21896297507&adg_id=&kwd=&device=c&gad_source=1&gclid=Cj0KCQiAu8W6BhC-ARIsACEQoDDZm-gEi29jBSt5dWbplXwqEkkb6VUstT08vAf9v_5mRXicOSqbA1saAjiBEALw_wcB,$215.05,10,HEALTH15,No,https://snipboard.io/PJveop.jpg,,
2024-12-09,"Vans, Women's Half Crew Socks, 3 Pair Pack | 6.5-10, Assorted (Black/Grey/White)",B09Y7GJNK6,https://www.amazon.com/dp/B09Y7GJNK6,$12.00,$27.99,$6.16,51.33%,$9.83,> 100,123620,4,https://www.vans.com/en-us/accessories-c00083/half-crew-socks-3-pack-pvn00073eizh,$120.00,10,$30 Off When You Spend $100+,No,Size - 6.10,,
2024-12-10,Lindt Choc Lindor Sub Ccnut,B00HWUSFLW,https://www.amazon.com/dp/B00HWUSFLW,$5.00,$16.99,$5.22,104.40%,$6.77,> 100,"42,847",1,https://www.walgreens.com/store/c/lindt-coconut-truffles-bag/ID=prod6231539-product,$60.00,12,,No,https://snipboard.io/UQZ3ho.jpg,,
2024-12-10,"Yoto PAW Patrol Mighty Pup Power & Other Stories – Kids Audio Card for Use Player & Mini All-in-1 Audio Player, Screen-Free Listening with Fun Stories for Playtime, Bedtime & Travel, Ages 3+",B0CKHS8FYW,https://www.amazon.com/dp/B0CKHS8FYW,$8.49,$23.29,$8.05,94.82%,$6.75,> 400,50975,3,https://www.maisonette.com/product/paw-patrol-mighty-pup-power-other-stories?utm_source=google&utm_medium=cpc&utm_campaign=g_conv_ff_pmax_all_topsellers_0&utm_content=&utm_term=&gad_source=1&gclid=CjwKCAiA3Na5BhAZEiwAzrfagC1bCqQjIodwi5sLMoo5bb0rVvjTygtypbBbhCw0-aTfQRGO-OgKYhoC4b8QAvD_BwE,$169.83,20,GIFT15,No,https://snipboard.io/SMTQay.jpg,,
2024-12-10,"Gold Bond Healing Foot Cream, 4 oz. (Pack of 4), With Aloe, Nourishes & Softens For Healthier Looking Feet",B001MIZMIE,https://www.amazon.com/dp/B001MIZMIE,$14.98,$38.00,$12.72,84.91%,$10.30,> 100,49777,1,"https://www.walgreens.com/store/c/gold-bond-healing-foot-cream,-with-aloe/ID=prod4118632-product?ext=gooFY23_GOO_RET_RETAILDEMANDGEN_Performance%2BMax%2B-%2BPersonal%2BCare_REV_SRC_PMAX_PMAX_NA_PMAX_ENG__pla_online&gclsrc=aw.ds&gclsrc=aw.ds&gad_source=1&gclid=Cj0KCQiAx9q6BhCDARIsACwUxu4pkuwvLF8-jBfI2ls30LgXu62iwelHmPQC3h2Ombq3t7VEKWqliJcaAkxcEALw_wcB",$44.94,3,"Buy 1, Get 1 FREE",No,https://snipboard.io/XJ5ubI.jpg,,
2024-12-10,Bauer Mystery Mini Hockey Stick 2024 - Right Hand - 1 Random Stick,B0B46FCRJQ,https://www.amazon.com/dp/B0B46FCRJQ,$24.99,$53.99,$8.99,35.97%,$20.01,> 100,38875,3,https://www.dickssportinggoods.com/p/bauer-mystery-mini-holiday-2023-21bauus21mystrymnshk/21bauus21mystrymnshk,$249.90,10,,No,https://snipboard.io/qyjJcE.jpg,,
2024-12-10,"Vitacost Turmeric Extract Curcumin C3 Complex with Bioperine - 1,160 mg per Serving - 120 Capsules",B00465O9XO,https://www.amazon.com/dp/B00465O9XO,$18.89,$34.37,$6.07,32.13%,$9.41,> 300,61793,4,https://www.vitacost.com/vitacost-root2-turmeric-extract-curcumin-c3-complex-capsules-1160mg,$188.90,10,"Code: VITABRANDS, GOLDENBEAR",No,https://snipboard.io/4COPkq.jpg,,
2024-12-11,"Yankee Candle Clean Cotton Scented, Large 22oz Jar Candle with Premium Paraffin-Grade Wax, Long Burn Time, Ideal for Gifts and Home Decor",B0002PW0WO,https://www.amazon.com/dp/B0002PW0WO,$12.00,$31.97,$7.28,60.67%,$12.69,> 100,"160,167",2,https://www.yankeecandle.com/yankee-candle/candles/candle-styles/original-jar-candles/clean-cotton/ORCL_1010728.html,$120.00,10,,No,https://snipboard.io/wC6IP2.jpg,,
2024-12-11,"Rare Beauty Soft Pinch Luminous Powder Blush - Truth Radiant Mauve Maroon, 0.098 oz/2.8 g, Palette",B0CZJPHCV1,https://www.amazon.com/dp/B0CZJPHCV1,$20.80,$39.88,$9.15,43.99%,$9.93,123,202858,6,https://www.sephora.com/product/rare-beauty-by-selena-gomez-soft-pinch-luminous-powder-blush-P509960,$208.00,10,HAVEITALL,No,https://snipboard.io/UF8dlc.jpg,,
2024-12-11,"Hawaiian Tropic Mineral Skin Nourishing Milk Sunscreen Spray Lotion SPF 30, 3.4oz | Sun Milk, Zinc Oxide Sunscreen, Mineral Sunblock, Oxybenzone Free Sunscreen, Travel Size Sunscreen, 3.4oz",B09GWGF773,https://www.amazon.com/dp/B09GWGF773,$9.00,$34.99,$16.49,183.22%,$9.50,> 295,33480,0,https://www.hawaiiantropic.com/products/hawaiian-tropic-mineral-skin-nourishing-milk-spf-30?variant=37810443288733&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1&gclid=CjwKCAiAjeW6BhBAEiwAdKltMonCU6FQLPkl_wJMVwA2SysxnSSh7E2PKxIizXQTq3j7YxXa4_1-TRoCH2wQAvD_BwE,$135.00,15,,No,https://snipboard.io/fPeNF7.jpg,,
2024-12-11,"Walden Farms Syrup (12 Fl Oz (Pack of 4), Pancake)",B07Y6DSN3F,https://www.amazon.com/dp/B07Y6DSN3F,$12.32,$35.99,$8.36,67.86%,$15.31,> 50,39912,2,https://www.vitacost.com/walden-farms-pancake-syrup,$73.92,6,"Code: WALDEN30, GOLDENBEAR",No,https://snipboard.io/fgwbOh.jpg,,
2024-12-11,Sonic 3 Movie - 5&quot Figures Multi-Pack,B07KWYD56T,https://www.amazon.com/dp/B07KWYD56T,$42.49,$78.99,$16.38,38.55%,$20.12,> 100,52359,8,https://www.target.com/p/sonic-the-hedgehog-3-5-34-action-figure-set-4pk/-/A-89970355,$84.98,2,,No,https://snipboard.io/ANODEU.jpg,,
